institution_id,MacroCategory,n_papers,doi_list
I179093154,Dimensionality Reduction & Multivariate Plots,4,"[""10.1109/tvcg.2006.183"", ""10.1109/tvcg.2017.2743978"", ""10.1109/visual.1995.480816"", ""10.1109/visual.2005.1532782""]"
I179225836,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2017.2743859""]"
I179225836,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2012.207""]"
I17974374,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2008.138"", ""10.1109/tvcg.2009.194""]"
I17974374,Meshes & Volume Rendering,2,"[""10.1109/tvcg.2010.170"", ""10.1109/tvcg.2016.2599018""]"
I17974374,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2020.3030354""]"
I17974374,Time Series & Temporal Patterns,3,"[""10.1109/infvis.2004.68"", ""10.1109/tvcg.2011.212"", ""10.1109/tvcg.2011.220""]"
I179863766,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2020.3030436""]"
I18014758,Diffusion MRI & Tractography,7,"[""10.1109/infvis.1996.559215"", ""10.1109/tvcg.2006.113"", ""10.1109/tvcg.2010.152"", ""10.1109/tvcg.2011.196"", ""10.1109/visual.1998.745334"", ""10.1109/visual.2002.1183763"", ""10.1109/visual.2003.1250414""]"
I18014758,Dimensionality Reduction & Multivariate Plots,19,"[""10.1109/infvis.1997.636784"", ""10.1109/infvis.2004.59"", ""10.1109/tvcg.2006.141"", ""10.1109/tvcg.2009.150"", ""10.1109/tvcg.2010.147"", ""10.1109/tvcg.2010.160"", ""10.1109/tvcg.2010.190"", ""10.1109/tvcg.2011.242"", ""10.1109/tvcg.2011.248"", ""10.1109/tvcg.2019.2934790"", ""10.1109/vast.2009.5333020"", ""10.1109/vast.2011.6102435"", ""10.1109/visual.1994.346296"", ""10.1109/visual.1995.485147"", ""10.1109/visual.1996.568148"", ""10.1109/visual.2001.964498"", ""10.1109/visual.2001.964499"", ""10.1109/visual.2001.964554"", ""10.1109/visual.2004.65""]"
I18014758,Flow Fields & CFD Visualization,10,"[""10.1109/tvcg.2019.2934415"", ""10.1109/tvcg.2021.3114844"", ""10.1109/tvcg.2022.3209365"", ""10.1109/tvcg.2023.3326571"", ""10.1109/tvcg.2023.3326917"", ""10.1109/vast.2008.4677361"", ""10.1109/vast.2010.5653587"", ""10.1109/visual.2003.1250396"", ""10.1109/visual.2005.1532811"", ""10.1109/visual.2005.1532837""]"
I18014758,Meshes & Volume Rendering,7,"[""10.1109/vast.2007.4388997"", ""10.1109/visual.1995.485148"", ""10.1109/visual.1995.485153"", ""10.1109/visual.1998.745339"", ""10.1109/visual.2005.1532845"", ""10.1109/visual.2005.1532852"", ""10.1109/visual.2005.1532853""]"
I18014758,Time Series & Temporal Patterns,1,"[""10.1109/vast.2010.5652392""]"
I180437899,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2011.207""]"
I180437899,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2024.3456335""]"
I180437899,Meshes & Volume Rendering,2,"[""10.1109/visual.1996.568136"", ""10.1109/visual.2004.32""]"
I180670191,Twitter & Social Media,1,"[""10.1109/visual.1994.346342""]"
I180726961,Dimensionality Reduction & Multivariate Plots,7,"[""10.1109/tvcg.2010.183"", ""10.1109/tvcg.2021.3114874"", ""10.1109/tvcg.2022.3209354"", ""10.1109/tvcg.2022.3209481"", ""10.1109/tvcg.2023.3326930"", ""10.1109/tvcg.2023.3327376"", ""10.1109/tvcg.2024.3456321""]"
I180726961,Time Series & Temporal Patterns,2,"[""10.1109/tvcg.2019.2934799"", ""10.1109/tvcg.2019.2934811""]"
I180726961,Twitter & Social Media,1,"[""10.1109/tvcg.2014.2346912""]"
I180825142,Diffusion MRI & Tractography,2,"[""10.1109/tvcg.2008.165"", ""10.1109/tvcg.2009.128""]"
I180825142,Dimensionality Reduction & Multivariate Plots,18,"[""10.1109/tvcg.2007.70558"", ""10.1109/tvcg.2007.70570"", ""10.1109/tvcg.2010.191"", ""10.1109/tvcg.2011.174"", ""10.1109/tvcg.2011.197"", ""10.1109/tvcg.2013.132"", ""10.1109/tvcg.2014.2346265"", ""10.1109/tvcg.2014.2346274"", ""10.1109/tvcg.2015.2467199"", ""10.1109/tvcg.2016.2598542"", ""10.1109/tvcg.2016.2598862"", ""10.1109/tvcg.2017.2743859"", ""10.1109/tvcg.2017.2744322"", ""10.1109/tvcg.2017.2745958"", ""10.1109/tvcg.2018.2864811"", ""10.1109/tvcg.2019.2934609"", ""10.1109/tvcg.2019.2934790"", ""10.1109/tvcg.2020.3030411""]"
I180825142,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2016.2598619"", ""10.1109/tvcg.2018.2865159""]"
I180825142,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2017.2745181""]"
I180825142,Time Series & Temporal Patterns,5,"[""10.1109/tvcg.2011.209"", ""10.1109/tvcg.2013.145"", ""10.1109/tvcg.2014.2346323"", ""10.1109/tvcg.2016.2598470"", ""10.1109/tvcg.2019.2934539""]"
I180825142,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2017.2743918""]"
I180923762,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2021.3114869"", ""10.1109/tvcg.2024.3456305""]"
I180923762,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2023.3326576""]"
I180923762,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2023.3327366""]"
I180949307,Meshes & Volume Rendering,1,"[""10.1109/visual.1993.398883""]"
I180980256,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2005.1532827""]"
I181369854,Diffusion MRI & Tractography,3,"[""10.1109/tvcg.2006.151"", ""10.1109/visual.1998.745321"", ""10.1109/visual.2005.1532777""]"
I181369854,Dimensionality Reduction & Multivariate Plots,9,"[""10.1109/tvcg.2013.169"", ""10.1109/tvcg.2014.2346405"", ""10.1109/tvcg.2022.3209374"", ""10.1109/visual.1996.567595"", ""10.1109/visual.1997.663907"", ""10.1109/visual.1997.663928"", ""10.1109/visual.2000.885729"", ""10.1109/visual.2001.964542"", ""10.1109/visual.2005.1532805""]"
I181369854,Meshes & Volume Rendering,3,"[""10.1109/tvcg.2024.3456384"", ""10.1109/visual.1999.809892"", ""10.1109/visual.1999.809918""]"
I181391015,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2016.2598838""]"
I181653535,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/visual.1991.175807"", ""10.1109/visual.1993.398856"", ""10.1109/visual.1998.745341""]"
I181653535,Flow Fields & CFD Visualization,1,"[""10.1109/visual.2000.885741""]"
I181653535,Meshes & Volume Rendering,2,"[""10.1109/visual.1991.175814"", ""10.1109/visual.1992.235195""]"
I181653535,Surgical Planning & Tomography,1,"[""10.1109/visual.1992.235221""]"
I181653535,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/infvis.1996.559226""]"
I181653535,VIS Literature & Bibliometrics,3,"[""10.1109/visual.1992.235176"", ""10.1109/visual.1992.235177"", ""10.1109/visual.1997.663891""]"
I182083151,Time Series & Temporal Patterns,2,"[""10.1109/tvcg.2014.2346258"", ""10.1109/tvcg.2015.2467324""]"
I182712176,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2009.115""]"
I18283598,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2013.161""]"
I183067930,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2013.221"", ""10.1109/vast50239.2020.00013""]"
I183067930,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2013.196""]"
I183874917,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2004.81""]"
I183935753,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2008.180"", ""10.1109/tvcg.2011.215""]"
I183935753,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2021.3114828"", ""10.1109/tvcg.2022.3209491""]"
I183935753,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2022.3209464""]"
I184565670,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast.2011.6102442""]"
I184597095,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/vast.2006.261433"", ""10.1109/vast.2007.4389003""]"
I184842277,Meshes & Volume Rendering,1,"[""10.1109/visual.1990.146413""]"
I184999862,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast.2006.261452""]"
I1850255,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2007.70581""]"
I185103710,Dimensionality Reduction & Multivariate Plots,13,"[""10.1109/visual.1993.398853"", ""10.1109/visual.1995.480798"", ""10.1109/visual.1996.567606"", ""10.1109/visual.1996.568105"", ""10.1109/visual.1998.745316"", ""10.1109/visual.1999.809916"", ""10.1109/visual.2001.964550"", ""10.1109/visual.2002.1183798"", ""10.1109/visual.2003.1250379"", ""10.1109/visual.2004.105"", ""10.1109/visual.2005.1532770"", ""10.1109/visual.2005.1532774"", ""10.1109/visual.2005.1532841""]"
I185103710,Flow Fields & CFD Visualization,3,"[""10.1109/infvis.1998.729566"", ""10.1109/tvcg.2017.2745280"", ""10.1109/tvcg.2018.2865240""]"
I185103710,Meshes & Volume Rendering,8,"[""10.1109/tvcg.2020.3030407"", ""10.1109/visual.1993.398880"", ""10.1109/visual.1996.568116"", ""10.1109/visual.1996.568139"", ""10.1109/visual.1998.745332"", ""10.1109/visual.1999.809906"", ""10.1109/visual.2000.885690"", ""10.1109/visual.2005.1532831""]"
I185103710,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2007.70541""]"
I185103710,Twitter & Social Media,1,"[""10.1109/visual.2000.885714""]"
I185103710,VIS Literature & Bibliometrics,2,"[""10.1109/visual.1994.346305"", ""10.1109/visual.1995.485170""]"
I185261750,Diffusion MRI & Tractography,4,"[""10.1109/infvis.2004.21"", ""10.1109/infvis.2005.1532124"", ""10.1109/infvis.2005.1532129"", ""10.1109/tvcg.2007.70521""]"
I185261750,Dimensionality Reduction & Multivariate Plots,15,"[""10.1109/infvis.1995.528681"", ""10.1109/tvcg.2009.122"", ""10.1109/tvcg.2012.226"", ""10.1109/tvcg.2013.210"", ""10.1109/tvcg.2014.2346922"", ""10.1109/tvcg.2016.2598469"", ""10.1109/tvcg.2017.2745118"", ""10.1109/tvcg.2018.2864905"", ""10.1109/tvcg.2022.3209444"", ""10.1109/tvcg.2024.3456192"", ""10.1109/tvcg.2024.3456336"", ""10.1109/vast.2009.5333443"", ""10.1109/vast.2014.7042496"", ""10.1109/visual.1995.480789"", ""10.1109/visual.1995.480815""]"
I185261750,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2011.195"", ""10.1109/tvcg.2019.2934797""]"
I185261750,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2015.2467733""]"
I185261750,Surgical Planning & Tomography,3,"[""10.1109/tvcg.2020.3030433"", ""10.1109/tvcg.2021.3114849"", ""10.1109/tvcg.2023.3326520""]"
I185261750,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2020.3030464""]"
I185261750,Twitter & Social Media,3,"[""10.1109/tvcg.2008.175"", ""10.1109/tvcg.2013.167"", ""10.1109/visual.2003.1250400""]"
I185261750,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2019.2934288""]"
I185443292,Diffusion MRI & Tractography,2,"[""10.1109/tvcg.2008.134"", ""10.1109/tvcg.2011.171""]"
I185443292,Dimensionality Reduction & Multivariate Plots,7,"[""10.1109/tvcg.2009.140"", ""10.1109/tvcg.2009.159"", ""10.1109/tvcg.2013.212"", ""10.1109/tvcg.2013.230"", ""10.1109/tvcg.2014.2346457"", ""10.1109/tvcg.2016.2598790"", ""10.1109/tvcg.2020.3030374""]"
I185443292,Flow Fields & CFD Visualization,1,"[""10.1109/vast.2008.4677367""]"
I185443292,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2019.2934369""]"
I185658715,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2002.1183792""]"
I188538660,Dimensionality Reduction & Multivariate Plots,9,"[""10.1109/tvcg.2018.2864914"", ""10.1109/tvcg.2019.2934264"", ""10.1109/tvcg.2019.2934266"", ""10.1109/tvcg.2019.2934284"", ""10.1109/tvcg.2019.2934614"", ""10.1109/tvcg.2020.3029413"", ""10.1109/tvcg.2020.3030439"", ""10.1109/tvcg.2021.3114783"", ""10.1109/vast50239.2020.00012""]"
I188538660,Flow Fields & CFD Visualization,4,"[""10.1109/tvcg.2019.2934282"", ""10.1109/tvcg.2021.3114805"", ""10.1109/tvcg.2024.3456217"", ""10.1109/visual.1994.346316""]"
I188538660,Meshes & Volume Rendering,2,"[""10.1109/tvcg.2023.3327198"", ""10.1109/visual.2000.885686""]"
I188538660,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2022.3209442""]"
I188538660,VIS Literature & Bibliometrics,1,"[""10.1109/visual.1990.146375""]"
I189158971,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2023.3326521""]"
I189196454,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2019.2934288""]"
I189712700,Diffusion MRI & Tractography,3,"[""10.1109/infvis.2005.1532128"", ""10.1109/tvcg.2022.3209450"", ""10.1109/vast.2011.6102439""]"
I189712700,Dimensionality Reduction & Multivariate Plots,42,"[""10.1109/infvis.2002.1173160"", ""10.1109/infvis.2004.57"", ""10.1109/infvis.2005.1532135"", ""10.1109/tvcg.2006.126"", ""10.1109/tvcg.2006.187"", ""10.1109/tvcg.2009.139"", ""10.1109/tvcg.2009.182"", ""10.1109/tvcg.2011.169"", ""10.1109/tvcg.2012.238"", ""10.1109/tvcg.2014.2346426"", ""10.1109/tvcg.2014.2346481"", ""10.1109/tvcg.2015.2467759"", ""10.1109/tvcg.2016.2598467"", ""10.1109/tvcg.2016.2598919"", ""10.1109/tvcg.2017.2743959"", ""10.1109/tvcg.2017.2744805"", ""10.1109/tvcg.2017.2745080"", ""10.1109/tvcg.2018.2864769"", ""10.1109/tvcg.2018.2864911"", ""10.1109/tvcg.2018.2864912"", ""10.1109/tvcg.2018.2865049"", ""10.1109/tvcg.2019.2934654"", ""10.1109/tvcg.2019.2934812"", ""10.1109/tvcg.2020.3030398"", ""10.1109/tvcg.2020.3030404"", ""10.1109/tvcg.2020.3030406"", ""10.1109/tvcg.2020.3030408"", ""10.1109/tvcg.2021.3114813"", ""10.1109/tvcg.2021.3114874"", ""10.1109/tvcg.2022.3209371"", ""10.1109/tvcg.2022.3209393"", ""10.1109/tvcg.2022.3209458"", ""10.1109/tvcg.2023.3326940"", ""10.1109/tvcg.2024.3456312"", ""10.1109/vast.2007.4389001"", ""10.1109/vast.2007.4389004"", ""10.1109/vast.2007.4389012"", ""10.1109/vast.2008.4677359"", ""10.1109/vast.2009.5333919"", ""10.1109/vast.2010.5652926"", ""10.1109/vast.2012.6400554"", ""10.1109/vast47406.2019.8986917""]"
I189712700,Flow Fields & CFD Visualization,9,"[""10.1109/infvis.2005.1532148"", ""10.1109/tvcg.2011.179"", ""10.1109/tvcg.2015.2467553"", ""10.1109/tvcg.2019.2934395"", ""10.1109/tvcg.2019.2934783"", ""10.1109/tvcg.2020.3030386"", ""10.1109/tvcg.2021.3114761"", ""10.1109/tvcg.2023.3327402"", ""10.1109/vast.2010.5652530""]"
I189712700,Meshes & Volume Rendering,4,"[""10.1109/tvcg.2017.2745181"", ""10.1109/tvcg.2019.2934243"", ""10.1109/vast.2014.7042477"", ""10.1109/vast47406.2019.8986940""]"
I189712700,Surgical Planning & Tomography,2,"[""10.1109/tvcg.2018.2864838"", ""10.1109/tvcg.2019.2934629""]"
I189712700,Time Series & Temporal Patterns,13,"[""10.1109/tvcg.2011.229"", ""10.1109/tvcg.2016.2598495"", ""10.1109/tvcg.2018.2865266"", ""10.1109/tvcg.2019.2934541"", ""10.1109/tvcg.2019.2934796"", ""10.1109/tvcg.2019.2934799"", ""10.1109/tvcg.2019.2934804"", ""10.1109/tvcg.2023.3327149"", ""10.1109/vast.2006.261423"", ""10.1109/vast.2009.5332628"", ""10.1109/vast.2012.6400488"", ""10.1109/vast.2017.8585613"", ""10.1109/vast.2018.8802486""]"
I189712700,Twitter & Social Media,2,"[""10.1109/tvcg.2012.250"", ""10.1109/vast.2014.7042480""]"
I189712700,Ultrasound Volume Rendering & Segmentation,3,"[""10.1109/tvcg.2007.70522"", ""10.1109/tvcg.2015.2467555"", ""10.1109/vast.2006.261438""]"
I189712700,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2013.178""]"
I190082696,Diffusion MRI & Tractography,1,"[""10.1109/infvis.1999.801859""]"
I190082696,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2006.114""]"
I190249584,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2000.885732""]"
I1902872,Flow Fields & CFD Visualization,1,"[""10.1109/infvis.2000.885104""]"
I190397597,Diffusion MRI & Tractography,1,"[""10.1109/visual.2000.885697""]"
I191208505,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2020.3030410""]"
I191240316,VIS Literature & Bibliometrics,4,"[""10.1109/visual.1998.745348"", ""10.1109/visual.1999.809926"", ""10.1109/visual.2000.885707"", ""10.1109/visual.2000.885743""]"
I192396691,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/infvis.2000.885095""]"
I192454743,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2011.199"", ""10.1109/vast.2009.5333428"", ""10.1109/visual.1999.809903""]"
I192454743,Meshes & Volume Rendering,1,"[""10.1109/visual.2001.964551""]"
I192455969,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2019.2934431""]"
I193531525,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/infvis.1998.729568""]"
I193531525,VIS Literature & Bibliometrics,1,"[""10.1109/visual.1994.346303""]"
I193619901,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2008.164"", ""10.1109/tvcg.2011.207""]"
I193619901,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2008.167""]"
I193662353,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2021.3114813"", ""10.1109/tvcg.2024.3456308""]"
I193662353,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2016.2598619"", ""10.1109/tvcg.2023.3327402""]"
I19370010,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2021.3114683""]"
I193775966,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2024.3456358""]"
I194028371,Diffusion MRI & Tractography,1,"[""10.1109/visual.1996.568109""]"
I194028371,Meshes & Volume Rendering,1,"[""10.1109/visual.1995.485153""]"
I194028371,Surgical Planning & Tomography,1,"[""10.1109/visual.1995.480812""]"
I194028371,Twitter & Social Media,1,"[""10.1109/visual.1999.809882""]"
I195525897,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2009.121""]"
I195575238,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast.2017.8585484""]"
I195575238,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2013.205""]"
I195893171,Dashboards & Infographics,2,"[""10.1109/visual.2002.1183753"", ""10.1109/visual.2004.51""]"
I195893171,Dimensionality Reduction & Multivariate Plots,6,"[""10.1109/tvcg.2009.198"", ""10.1109/tvcg.2011.248"", ""10.1109/tvcg.2012.292"", ""10.1109/tvcg.2013.159"", ""10.1109/tvcg.2023.3327403"", ""10.1109/visual.2005.1532793""]"
I195893171,Flow Fields & CFD Visualization,5,"[""10.1109/tvcg.2011.259"", ""10.1109/tvcg.2012.191"", ""10.1109/tvcg.2014.2346404"", ""10.1109/tvcg.2018.2864507"", ""10.1109/visual.2002.1183780""]"
I195893171,Meshes & Volume Rendering,7,"[""10.1109/tvcg.2007.70579"", ""10.1109/tvcg.2008.163"", ""10.1109/tvcg.2011.249"", ""10.1109/visual.1996.567777"", ""10.1109/visual.2002.1183824"", ""10.1109/visual.2005.1532842"", ""10.1109/visual.2005.1532851""]"
I195893171,Twitter & Social Media,1,"[""10.1109/tvcg.2011.159""]"
I196349391,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2017.2744299""]"
I196349391,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2015.2467293"", ""10.1109/tvcg.2016.2598825""]"
I19648265,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2011.260""]"
I19700959,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2013.139""]"
I197251160,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2020.3030406"", ""10.1109/visual.2001.964539"", ""10.1109/visual.2002.1183795""]"
I197251160,Meshes & Volume Rendering,1,"[""10.1109/visual.1998.745349""]"
I197323543,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2017.2745178"", ""10.1109/visual.2003.1250370""]"
I197347611,Diffusion MRI & Tractography,1,"[""10.1109/infvis.1998.729555""]"
I197347611,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2010.155"", ""10.1109/tvcg.2017.2744478""]"
I197347611,Surgical Planning & Tomography,2,"[""10.1109/tvcg.2016.2598446"", ""10.1109/tvcg.2018.2865027""]"
I19772626,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2006.136""]"
I19820366,Dimensionality Reduction & Multivariate Plots,5,"[""10.1109/tvcg.2016.2598472"", ""10.1109/tvcg.2021.3114789"", ""10.1109/tvcg.2023.3326932"", ""10.1109/tvcg.2024.3456338"", ""10.1109/vast.2015.7347632""]"
I19820366,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2018.2865266""]"
I198415970,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast.2006.261431""]"
I198415970,VIS Literature & Bibliometrics,1,"[""10.1109/infvis.2000.885103""]"
I19894307,VIS Literature & Bibliometrics,1,"[""10.1109/vast.2014.7042488""]"
I199028557,Twitter & Social Media,1,"[""10.1109/tvcg.2015.2467433""]"
I199693650,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast50239.2020.00012""]"
I200166805,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2010.153"", ""10.1109/tvcg.2011.215""]"
I200332995,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2018.2864846""]"
I200576644,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.1999.809923""]"
I200719446,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2020.3028976""]"
I200763008,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2001.964530""]"
I200769079,Diffusion MRI & Tractography,5,"[""10.1109/tvcg.2008.132"", ""10.1109/tvcg.2008.159"", ""10.1109/tvcg.2009.112"", ""10.1109/tvcg.2009.172"", ""10.1109/tvcg.2017.2744080""]"
I200769079,Dimensionality Reduction & Multivariate Plots,43,"[""10.1109/tvcg.2007.70523"", ""10.1109/tvcg.2008.135"", ""10.1109/tvcg.2009.144"", ""10.1109/tvcg.2010.154"", ""10.1109/tvcg.2010.183"", ""10.1109/tvcg.2011.239"", ""10.1109/tvcg.2012.291"", ""10.1109/tvcg.2013.221"", ""10.1109/tvcg.2014.2346746"", ""10.1109/tvcg.2014.2346893"", ""10.1109/tvcg.2015.2467194"", ""10.1109/tvcg.2015.2467691"", ""10.1109/tvcg.2015.2468151"", ""10.1109/tvcg.2016.2598432"", ""10.1109/tvcg.2016.2598465"", ""10.1109/tvcg.2016.2598867"", ""10.1109/tvcg.2017.2744159"", ""10.1109/tvcg.2017.2745083"", ""10.1109/tvcg.2017.2745320"", ""10.1109/tvcg.2018.2864814"", ""10.1109/tvcg.2018.2865018"", ""10.1109/tvcg.2019.2934267"", ""10.1109/tvcg.2019.2934798"", ""10.1109/tvcg.2020.3030370"", ""10.1109/tvcg.2020.3030404"", ""10.1109/tvcg.2020.3030469"", ""10.1109/tvcg.2021.3114790"", ""10.1109/tvcg.2021.3114794"", ""10.1109/tvcg.2021.3114863"", ""10.1109/tvcg.2022.3209360"", ""10.1109/tvcg.2022.3209385"", ""10.1109/tvcg.2022.3209408"", ""10.1109/tvcg.2022.3209447"", ""10.1109/tvcg.2022.3209483"", ""10.1109/tvcg.2023.3327153"", ""10.1109/tvcg.2023.3327155"", ""10.1109/tvcg.2023.3327168"", ""10.1109/tvcg.2024.3456159"", ""10.1109/tvcg.2024.3456333"", ""10.1109/tvcg.2024.3456387"", ""10.1109/vast.2011.6102455"", ""10.1109/vast.2017.8585721"", ""10.1109/vast.2018.8802454""]"
