institution_id,display_name,ror,type,country_code,country_name,world_region,city,region,latitude,longitude,homepage_url,works_count_openalex,cited_by_count_openalex,n_papers_dataset,n_authors_dataset,region_final
I69048370,Renaissance Computing Institute,https://ror.org/01s91ey96,education,US,United States,Americas,Chapel Hill,,35.91320037841797,-79.05583953857422,https://renci.org,1604,35733,6,1,North America
I69356397,Xi’an Jiaotong-Liverpool University,https://ror.org/03zmrmn05,education,CN,China,Asia,Suzhou,,31.304079055786133,120.59538269042967,https://www.xjtlu.edu.cn,14339,385746,10,7,Asia
I69722833,MAYA Design (United States),https://ror.org/0546qf840,company,US,United States,Americas,Pittsburgh,Pennsylvania,40.44082260131836,-80.00463104248047,http://maya.com/,96,2125,1,3,North America
I70768539,École Nationale Supérieure des Mines de Paris,https://ror.org/04y8cs423,education,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,https://minesparis.psl.eu,16225,979557,1,1,Europe
I70983195,Syracuse University,https://ror.org/025r5qe02,education,US,United States,Americas,Syracuse,,43.048118591308594,-76.14742279052734,https://www.syracuse.edu,71253,5877678,1,2,North America
I71270174,Victoria University,https://ror.org/04j757h98,education,AU,Australia,Oceania,Melbourne,,-37.81399917602539,144.96331787109375,https://www.vu.edu.au,20381,1019711,1,4,Oceania
I71824836,Swiss Federal Laboratories for Materials Science and Technology,https://ror.org/02x681a42,facility,CH,Switzerland,Europe,Dübendorf,,47.397239685058594,8.618720054626465,https://www.empa.ch,17965,2038116,1,1,Europe
I71838634,San Francisco State University,https://ror.org/05ykr0121,education,US,United States,Americas,San Francisco,,37.77492904663086,-122.41941833496094,https://www.sfsu.edu,19993,942397,1,1,North America
I71920554,King Abdullah University of Science and Technology,https://ror.org/01q3tbs38,education,SA,Saudi Arabia,Asia,Jeddah,,21.49011993408203,39.186241149902344,https://www.kaust.edu.sa,42068,4369585,24,29,Asia
I71966907,University of Northern Colorado,https://ror.org/016bysn57,education,US,United States,Americas,Greeley,,40.423309326171875,-104.7091293334961,https://www.unco.edu,8728,231987,1,1,North America
I72090969,Nokia (United States),https://ror.org/038km2573,company,US,United States,Americas,Coppell,Texas,32.894039154052734,-96.96580505371094,https://www.nokia.com/,19400,1669991,4,8,North America
I72816309,Drexel University,https://ror.org/04bdffz58,education,US,United States,Americas,Philadelphia,,39.9523811340332,-75.16361999511719,https://drexel.edu,78486,5739427,5,10,North America
I72951846,Washington State University,https://ror.org/05dk0ce17,education,US,United States,Americas,Pullman,,46.73126983642578,-117.17961883544922,https://wsu.edu/,101720,7300502,1,1,North America
I74656192,University of Göttingen,https://ror.org/01y9bpm73,education,DE,Germany,Europe,Göttingen,,51.53443145751953,9.932279586791992,http://www.uni-goettingen.de/en/1.html,151434,12439936,1,1,Europe
I74753095,Ontario College of Art and Design,https://ror.org/059ncap70,education,CA,Canada,Americas,Toronto,,43.70642852783203,-79.39864349365234,https://www.ocadu.ca,1032,10183,1,1,North America
I74760111,Texas Instruments (United States),https://ror.org/03vsmv677,company,US,United States,Americas,Dallas,Texas,32.90925598144531,-96.75105285644533,http://www.ti.com/,17191,809570,1,1,North America
I74775410,Rice University,https://ror.org/008zs3103,education,US,United States,Americas,Houston,,29.763280868530273,-95.36327362060548,https://www.rice.edu,77443,9891652,5,5,North America
I74786994,Kitware (United States),https://ror.org/02s2acn37,company,US,United States,Americas,New York,,40.71427154541016,-74.00596618652344,https://www.kitware.com,4644,124706,5,7,North America
I74788687,Comenius University Bratislava,https://ror.org/0587ef340,education,SK,Slovakia,Europe,Bratislava,,48.14815902709961,17.106740951538086,https://uniba.sk/,41503,2493449,2,2,Europe
I74801974,The University of Tokyo,https://ror.org/057zh3y96,education,JP,Japan,Asia,Tokyo,,35.68949890136719,139.69171142578125,https://www.u-tokyo.ac.jp,475952,44509035,4,5,Asia
I74973139,Carnegie Mellon University,https://ror.org/05x2bcf33,education,US,United States,Americas,Pittsburgh,,40.44062042236328,-79.99588775634766,http://www.cmu.edu/index.shtml,149297,15812438,31,53,North America
I75027704,University of Tennessee at Knoxville,https://ror.org/020f3ap87,education,US,United States,Americas,Knoxville,,35.96063995361328,-83.92073822021484,https://www.utk.edu,139906,10152086,10,8,North America
I75059550,Zhejiang Gongshang University,https://ror.org/0569mkk41,education,CN,China,Asia,Hangzhou,,30.29364967346191,120.1614227294922,http://www.zjgsu.edu.cn,16815,672152,1,1,Asia
I76130692,Zhejiang University,https://ror.org/00a2xv884,education,CN,China,Asia,Hangzhou,,30.29364967346191,120.1614227294922,https://www.zju.edu.cn,339247,26637332,89,180,Asia
I76134821,Medical University of Vienna,https://ror.org/05n3x4p02,education,AT,Austria,Europe,Vienna,,48.20848846435547,16.372079849243164,https://www.meduniwien.ac.at,93836,9129357,4,4,Europe
I76198965,Friedrich Schiller University Jena,https://ror.org/05qpz1x62,education,DE,Germany,Europe,Jena,,50.92877960205078,11.589900016784668,https://www.uni-jena.de/en,149926,5039138,6,7,Europe
I76569877,Southeast University,https://ror.org/04ct4d772,education,CN,China,Asia,Nanjing,,32.061668395996094,118.77777862548828,https://www.seu.edu.cn,138760,8179780,2,2,Asia
I76571253,Imam Abdulrahman Bin Faisal University,https://ror.org/038cy8j79,education,SA,Saudi Arabia,Asia,Dammam,,26.434419631958008,50.1032600402832,https://www.iau.edu.sa/en,19688,706130,1,1,Asia
I76835614,University of Missouri,https://ror.org/02ymw8z06,education,US,United States,Americas,Columbia,,38.95170974731445,-92.33406829833984,http://missouri.edu/,127881,8679046,1,3,North America
I78577930,Columbia University,https://ror.org/00hj8s172,education,US,United States,Americas,New York,,40.71427154541016,-74.00596618652344,https://www.columbia.edu,374997,46370227,5,8,North America
I78650965,TU Dresden,https://ror.org/042aqky30,education,DE,Germany,Europe,Dresden,,51.0508918762207,13.738320350646973,https://tu-dresden.de,126044,9514041,11,22,Europe
I7882870,University of Glasgow,https://ror.org/00vtgdb53,education,GB,United Kingdom,Europe,Glasgow,,55.86515045166016,-4.257629871368408,http://www.gla.ac.uk/,180865,21684313,7,6,Europe
I79272384,"University of Maryland, Baltimore County",https://ror.org/02qskvh78,education,US,United States,Americas,Baltimore,,39.29037857055664,-76.61219024658203,https://umbc.edu,33638,1986992,14,15,North America
I79510175,Cardiff University,https://ror.org/03kk7td41,education,GB,United Kingdom,Europe,Cardiff,,51.47999954223633,-3.180000066757202,http://www.cardiff.ac.uk/,116474,11922274,7,5,Europe
I79576946,University of Pennsylvania,https://ror.org/00b30xv10,education,US,United States,Americas,Philadelphia,,39.9523811340332,-75.16361999511719,https://www.upenn.edu,375514,54216190,3,3,North America
I79891267,Singapore Management University,https://ror.org/050qmg959,education,SG,Singapore,Asia,Singapore,,1.2896699905395508,103.85006713867188,http://www.smu.edu.sg/,15990,581678,3,5,Asia
I80143920,Shandong University of Science and Technology,https://ror.org/04gtjhw98,education,CN,China,Asia,Qingdao,,36.06488037109375,120.3804168701172,https://www.sdust.edu.cn,40978,1753697,1,1,Asia
I80605987,NOAA Earth System Research Laboratory,https://ror.org/033tt8e33,other,US,United States,Americas,Boulder,,40.014991760253906,-105.2705535888672,http://www.esrl.noaa.gov/,6546,1349288,1,1,North America
I8078737,Clemson University,https://ror.org/037s24f05,education,US,United States,Americas,Clemson,,34.683441162109375,-82.83737182617188,https://www.clemson.edu,70998,3844489,3,4,North America
I8087733,University of Tübingen,https://ror.org/03a1kwz48,education,DE,Germany,Europe,Tübingen,,48.52265930175781,9.052220344543455,https://www.uni-tuebingen.de/en/university.html,138618,12085159,24,40,Europe
I81020160,Louisiana State University Health Sciences Center Shreveport,https://ror.org/03151rh82,healthcare,US,United States,Americas,Shreveport,,32.525150299072266,-93.75018310546876,http://www.lsuhscshreveport.edu/,12370,961409,1,1,North America
I81365321,Old Dominion University,https://ror.org/04zjtrb98,education,US,United States,Americas,Norfolk,,36.84680938720703,-76.28521728515625,https://www.odu.edu,42283,1804146,3,6,North America
I8204097,Ludwig-Maximilians-Universität München,https://ror.org/05591te55,education,DE,Germany,Europe,Munich,,48.137428283691406,11.57548999786377,https://www.lmu.de,242061,26577290,7,13,Europe
I82495205,University of Alabama in Huntsville,https://ror.org/02zsxwr40,education,US,United States,Americas,Huntsville,,34.73040008544922,-86.5859375,https://www.uah.edu,21613,1024529,2,3,North America
I82514191,Honeywell (United States),https://ror.org/02t71h845,company,US,United States,Americas,Charlotte,,35.227088928222656,-80.84313201904297,https://www.honeywell.com/en-us,10683,386984,1,1,North America
I83019370,Eindhoven University of Technology,https://ror.org/02c2kyt77,education,NL,Netherlands,Europe,Eindhoven,,51.44083023071289,5.477779865264893,https://www.tue.nl,88207,6233539,57,50,Europe
I83436808,Hankuk University of Foreign Studies,https://ror.org/051q2m369,education,KR,"Korea, Republic of",Asia,Seoul,,37.56600189208984,126.97840118408205,https://www.hufs.ac.kr,8698,186021,3,2,Asia
I83816512,University of Genoa,https://ror.org/0107c5v14,education,IT,Italy,Europe,Genoa,,44.404781341552734,8.944390296936035,https://unige.it,92777,7119656,2,3,Europe
I84218800,"University of California, Davis",https://ror.org/05rrcem69,education,US,United States,Americas,Davis,,38.5449104309082,-121.74051666259766,https://www.ucdavis.edu,286051,28370376,119,126,North America
I84392919,Temple University,https://ror.org/00kx1jb78,education,US,United States,Americas,Philadelphia,,39.9523811340332,-75.16361999511719,https://www.temple.edu,95989,6491824,2,5,North America
I84653119,Academia Sinica,https://ror.org/05bxb3784,facility,TW,"Taiwan, Province of China",Asia,Taipei,,25.042062759399418,121.6167449951172,http://www.sinica.edu.tw/main_e.shtml,36157,1987982,1,1,Asia
I848706,Sungkyunkwan University,https://ror.org/04q78tk20,education,KR,"Korea, Republic of",Asia,Seoul,,37.56600189208984,126.97840118408205,https://skku.edu,118819,10247621,4,1,Asia
I84884186,Newcastle University,https://ror.org/01kj2bm70,education,GB,United Kingdom,Europe,Newcastle upon Tyne,,54.97328186035156,-1.613960027694702,https://www.ncl.ac.uk,137812,10914558,3,1,Europe
I85384741,Heidelberg University,https://ror.org/04rcqnp59,education,US,United States,Americas,Tiffin,Ohio,41.116668701171875,-83.16666412353516,http://www.heidelberg.edu/,16322,489441,1,4,North America
I859038795,Virginia Tech,https://ror.org/02smfhw86,education,US,United States,Americas,Blacksburg,,37.22956848144531,-80.4139404296875,https://www.vt.edu,161101,9919582,44,65,North America
I86122600,Numerical Algorithms Group (United Kingdom),https://ror.org/04pcnys31,company,GB,United Kingdom,Europe,Oxford,,51.79310607910156,-1.2743500471115112,https://www.nag.com/,830,23667,3,5,Europe
I861853513,Sapienza University of Rome,https://ror.org/02be6w209,education,IT,Italy,Europe,Rome,,41.89192962646485,12.511329650878906,https://www.uniroma1.it,231162,18468186,2,6,Europe
I86501945,University of Delaware,https://ror.org/01sbq1a82,education,US,United States,Americas,Newark,,39.683719635009766,-75.7496566772461,https://www.udel.edu,91517,6758385,1,2,North America
I86519309,The University of Texas at Austin,https://ror.org/00hj54h04,education,US,United States,Americas,Austin,,30.26715087890625,-97.74305725097656,http://www.utexas.edu/,338514,22499066,14,23,North America
I865915315,Vrije Universiteit Amsterdam,https://ror.org/008xxew50,education,NL,Netherlands,Europe,Amsterdam,,52.37403106689453,4.889689922332764,https://vu.nl/,118463,10365887,1,1,Europe
I86755215,MedStar Health,https://ror.org/05atemp08,healthcare,US,United States,Americas,Columbia,Maryland,39.21844100952149,-76.85684967041016,http://www.medstarhealth.org,5119,376555,1,4,North America
I8692664,University of Oklahoma,https://ror.org/02aqsxs83,education,US,United States,Americas,Norman,,35.22256851196289,-97.43948364257812,https://www.ou.edu,85918,6220321,8,4,North America
I86987016,KTH Royal Institute of Technology,https://ror.org/026vcq606,education,SE,Sweden,Europe,Stockholm,,59.32938003540039,18.06871032714844,https://www.kth.se,106572,7756691,3,2,Europe
I87097829,University of North Carolina at Asheville,https://ror.org/017c6at71,education,US,United States,Americas,Asheville,North Carolina,35.61619186401367,-82.5661392211914,https://www.unca.edu/,2721,72869,2,2,North America
I87182695,Universidad del Noreste,https://ror.org/02ahky613,education,MX,Mexico,Americas,Tampico,,22.28339958190918,-97.87220001220705,http://www.une.edu.mx/,21410,345666,6,13,North America
I87216513,Michigan State University,https://ror.org/05hs6h993,education,US,United States,Americas,East Lansing,,42.73698043823242,-84.48387145996094,https://msu.edu/,231599,18932507,9,11,North America
I87303767,U.S. Army Engineer Research and Development Center,https://ror.org/027mhn368,facility,US,United States,Americas,Vicksburg,,32.3526496887207,-90.87787628173828,https://www.erdc.usace.army.mil,8642,380598,1,1,North America
I87354575,National Chengchi University,https://ror.org/03rqk8h36,education,TW,"Taiwan, Province of China",Asia,Taipei,,25.047760009765625,121.53185272216795,http://www.nccu.edu.tw/,10382,249176,1,1,Asia
I87445476,Xi'an Jiaotong University,https://ror.org/017zhmm22,education,CN,China,Asia,Xi'an,,34.258331298828125,108.9286117553711,https://www.xjtu.edu.cn,179643,11597721,3,6,Asia
I880747138,Science Applications International Corporation (United States),https://ror.org/00zv91802,company,US,United States,Americas,McLean,Virginia,38.921875,-77.2330322265625,http://www.saic.com/,14639,2524239,3,6,North America
I88101031,Immersion (United States),https://ror.org/02qgx4h83,company,US,United States,Americas,San Jose,California,37.40412521362305,-121.9443588256836,http://www.immersion.com/,390,8913,1,3,North America
I887064364,University of Amsterdam,https://ror.org/04dkp9463,education,NL,Netherlands,Europe,Amsterdam,,52.37403106689453,4.889689922332764,https://www.uva.nl,218425,24996022,7,6,Europe
I88773910,Intuit (United States),https://ror.org/049mrbr98,company,US,United States,Americas,Mountain View,California,37.43062973022461,-122.0960922241211,https://www.intuit.com/,703,30394,1,2,North America
I887968799,RWTH Aachen University,https://ror.org/04xfq0f34,education,DE,Germany,Europe,Aachen,,50.776641845703125,6.0834197998046875,http://www.rwth-aachen.de/cms/~a/root/lidx/1/,172993,16709722,7,16,Europe
I888729015,University of Colorado Colorado Springs,https://ror.org/054spjc55,education,US,United States,Americas,Colorado Springs,,38.83388137817383,-104.82135772705078,http://www.uccs.edu/,13888,538128,1,2,North America
I889458895,University of Hong Kong,https://ror.org/02zhqgq86,education,HK,Hong Kong,Asia,Hong Kong,,22.2783203125,114.17469024658205,http://www.hku.hk/,252770,24504002,102,143,Asia
I889804353,Robert Bosch (Germany),https://ror.org/01fe0jt45,company,DE,Germany,Europe,Stuttgart,,48.782318115234375,9.177020072937012,http://www.bosch.com/en/com/home/index.php,11516,680978,4,4,Europe
I897549280,Hologic (Germany),https://ror.org/007zn4n28,company,DE,Germany,Europe,Wiesbaden,,50.0576286315918,8.334871292114258,http://www.hologic.de/,1812,62132,1,1,Europe
I89864525,Universität Trier,https://ror.org/02778hg05,education,DE,Germany,Europe,Trier,,49.75564956665039,6.639349937438965,https://www.uni-trier.de/,17077,654718,3,3,Europe
I899635006,Université Grenoble Alpes,https://ror.org/02rx3b187,education,FR,France,Europe,Saint-Martin-d'Hères,,45.1786994934082,5.762810230255127,https://www.univ-grenoble-alpes.fr,126091,8944243,1,1,Europe
I901242617,Zimmer Biomet (Switzerland),https://ror.org/050g10a24,company,CH,Switzerland,Europe,Winterthur,,47.50027847290039,8.75398063659668,http://www.zimmerbiomet.ch/,621,47195,1,1,Europe
